input,dcid,link
41.927407329#-87.70729439,zip/60647,https://datacommons.org/browser/zip/60647
41.896671699#-87.628635323,zip/60654,https://datacommons.org/browser/zip/60654
41.808525157#-87.672792896,zip/60609,https://datacommons.org/browser/zip/60609
41.979505088#-87.693158103,zip/60625,https://datacommons.org/browser/zip/60625
41.771890947#-87.638705659,zip/60621,https://datacommons.org/browser/zip/60621
41.985611859#-87.713834343,zip/60659,https://datacommons.org/browser/zip/60659
41.733053891#-87.568330657,zip/60617,https://datacommons.org/browser/zip/60617
41.949586612#-87.664085689,zip/60613,https://datacommons.org/browser/zip/60613
41.704388397#-87.626879123,zip/60628,https://datacommons.org/browser/zip/60628
41.881944424#-87.634195294,zip/60606,https://datacommons.org/browser/zip/60606
41.755481563#-87.649019949,zip/60620,https://datacommons.org/browser/zip/60620
41.970433391#-87.763029002,zip/60630,https://datacommons.org/browser/zip/60630
41.802269632#-87.605372566,zip/60615,https://datacommons.org/browser/zip/60615
41.721303358#-87.655873595,zip/60643,https://datacommons.org/browser/zip/60643
41.884497529#-87.625838595,zip/60601,https://datacommons.org/browser/zip/60601
41.778436411#-87.589657198,zip/60637,https://datacommons.org/browser/zip/60637
41.838219696#-87.704850674,zip/60623,https://datacommons.org/browser/zip/60623
41.70319162#-87.651369057,zip/60643,https://datacommons.org/browser/zip/60643
41.883969722#-87.644191276,zip/60661,https://datacommons.org/browser/zip/60661
41.884276844#-87.622098929,zip/60601,https://datacommons.org/browser/zip/60601
41.87493626#-87.748170814,zip/60644,https://datacommons.org/browser/zip/60644
41.95417672#-87.677232056,zip/60613,https://datacommons.org/browser/zip/60613
41.948044095#-87.664039332,zip/60613,https://datacommons.org/browser/zip/60613
41.875625633#-87.629450396,zip/60605,https://datacommons.org/browser/zip/60605
41.976489992#-87.788483018,zip/60630,https://datacommons.org/browser/zip/60630
41.828080528#-87.686233684,zip/60609,https://datacommons.org/browser/zip/60609
41.993043969#-87.660360363,zip/60660,https://datacommons.org/browser/zip/60660
41.858444489#-87.716414102,zip/60623,https://datacommons.org/browser/zip/60623
41.879874073#-87.769750673,zip/60644,https://datacommons.org/browser/zip/60644
41.771296232#-87.729149311,zip/60629,https://datacommons.org/browser/zip/60629
41.875679322#-87.62657476,zip/60605,https://datacommons.org/browser/zip/60605
41.82539977#-87.637026874,zip/60609,https://datacommons.org/browser/zip/60609
41.863196881#-87.614817819,zip/60605,https://datacommons.org/browser/zip/60605
41.93743245#-87.649180491,zip/60657,https://datacommons.org/browser/zip/60657
41.680799541#-87.669942159,zip/60643,https://datacommons.org/browser/zip/60643
41.891874434#-87.647617474,zip/60642,https://datacommons.org/browser/zip/60642
41.888993854#-87.626934833,zip/60611,https://datacommons.org/browser/zip/60611
41.902821551#-87.775389625,zip/60651,https://datacommons.org/browser/zip/60651
41.724654303#-87.622283278,zip/60619,https://datacommons.org/browser/zip/60619
41.773780824#-87.645848665,zip/60621,https://datacommons.org/browser/zip/60621
41.841289747#-87.628142362,zip/60616,https://datacommons.org/browser/zip/60616
41.776150283#-87.615522623,zip/60637,https://datacommons.org/browser/zip/60637
41.836069707#-87.613033345,zip/60616,https://datacommons.org/browser/zip/60616
41.74974473#-87.652507329,zip/60620,https://datacommons.org/browser/zip/60620
41.946653043#-87.700875462,zip/60618,https://datacommons.org/browser/zip/60618
41.890400093#-87.628021143,zip/60611,https://datacommons.org/browser/zip/60611
41.793842185#-87.620286919,zip/60637,https://datacommons.org/browser/zip/60637
41.720900408#-87.554599376,zip/60617,https://datacommons.org/browser/zip/60617
41.742267488#-87.702192623,zip/60652,https://datacommons.org/browser/zip/60652
41.766298978#-87.570076538,zip/60649,https://datacommons.org/browser/zip/60649
